"filename", "language", "TypeScript", "XML", "vue", "SCSS", "CSS", "Java", "Markdown", "comment", "blank", "total"
"d:\桌面\大二下\软工\classmanager\EduSoft\qianduan\src\App.vue", "vue", 0, 0, 38, 0, 0, 0, 0, 0, 6, 44
"d:\桌面\大二下\软工\classmanager\EduSoft\qianduan\src\api\auth.ts", "TypeScript", 31, 0, 0, 0, 0, 0, 0, 5, 6, 42
"d:\桌面\大二下\软工\classmanager\EduSoft\qianduan\src\api\axios.ts", "TypeScript", 39, 0, 0, 0, 0, 0, 0, 10, 10, 59
"d:\桌面\大二下\软工\classmanager\EduSoft\qianduan\src\api\course.ts", "TypeScript", 54, 0, 0, 0, 0, 0, 0, 10, 13, 77
"d:\桌面\大二下\软工\classmanager\EduSoft\qianduan\src\api\exercise.ts", "TypeScript", 58, 0, 0, 0, 0, 0, 0, 11, 12, 81
"d:\桌面\大二下\软工\classmanager\EduSoft\qianduan\src\api\resource.ts", "TypeScript", 54, 0, 0, 0, 0, 0, 0, 6, 11, 71
"d:\桌面\大二下\软工\classmanager\EduSoft\qianduan\src\assets\vue.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"d:\桌面\大二下\软工\classmanager\EduSoft\qianduan\src\components\HelloWorld.vue", "vue", 0, 0, 35, 0, 0, 0, 0, 0, 7, 42
"d:\桌面\大二下\软工\classmanager\EduSoft\qianduan\src\components\course\CourseCard.vue", "vue", 0, 0, 108, 0, 0, 0, 0, 0, 19, 127
"d:\桌面\大二下\软工\classmanager\EduSoft\qianduan\src\components\course\CourseExerciseList.vue", "vue", 0, 0, 286, 0, 0, 0, 0, 0, 45, 331
"d:\桌面\大二下\软工\classmanager\EduSoft\qianduan\src\components\course\CourseResourceList.vue", "vue", 0, 0, 512, 0, 0, 0, 0, 3, 86, 601
"d:\桌面\大二下\软工\classmanager\EduSoft\qianduan\src\components\course\CourseSyllabus.vue", "vue", 0, 0, 87, 0, 0, 0, 0, 0, 14, 101
"d:\桌面\大二下\软工\classmanager\EduSoft\qianduan\src\components\layout\AppHeader.vue", "vue", 0, 0, 150, 0, 0, 0, 0, 0, 29, 179
"d:\桌面\大二下\软工\classmanager\EduSoft\qianduan\src\components\layout\AppSidebar.vue", "vue", 0, 0, 167, 0, 0, 0, 0, 0, 21, 188
"d:\桌面\大二下\软工\classmanager\EduSoft\qianduan\src\main.ts", "TypeScript", 9, 0, 0, 0, 0, 0, 0, 0, 1, 10
"d:\桌面\大二下\软工\classmanager\EduSoft\qianduan\src\router\index.ts", "TypeScript", 78, 0, 0, 0, 0, 0, 0, 72, 6, 156
"d:\桌面\大二下\软工\classmanager\EduSoft\qianduan\src\stores\auth.ts", "TypeScript", 82, 0, 0, 0, 0, 0, 0, 11, 19, 112
"d:\桌面\大二下\软工\classmanager\EduSoft\qianduan\src\style.css", "CSS", 0, 0, 0, 0, 70, 0, 0, 0, 10, 80
"d:\桌面\大二下\软工\classmanager\EduSoft\qianduan\src\styles\index.scss", "SCSS", 0, 0, 0, 195, 0, 0, 0, 17, 36, 248
"d:\桌面\大二下\软工\classmanager\EduSoft\qianduan\src\views\Home.vue", "vue", 0, 0, 139, 0, 0, 0, 0, 0, 18, 157
"d:\桌面\大二下\软工\classmanager\EduSoft\qianduan\src\views\NotFound.vue", "vue", 0, 0, 17, 0, 0, 0, 0, 0, 1, 18
"d:\桌面\大二下\软工\classmanager\EduSoft\qianduan\src\views\auth\Login.vue", "vue", 0, 0, 142, 0, 0, 0, 0, 0, 24, 166
"d:\桌面\大二下\软工\classmanager\EduSoft\qianduan\src\views\auth\Register.vue", "vue", 0, 0, 195, 0, 0, 0, 0, 0, 29, 224
"d:\桌面\大二下\软工\classmanager\EduSoft\qianduan\src\views\course\CourseDetail.vue", "vue", 0, 0, 172, 0, 0, 0, 0, 6, 27, 205
"d:\桌面\大二下\软工\classmanager\EduSoft\qianduan\src\views\exercise\ExerciseCreate.vue", "vue", 0, 0, 677, 0, 0, 0, 0, 7, 100, 784
"d:\桌面\大二下\软工\classmanager\EduSoft\qianduan\src\vite-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\EduSoftApplication.java", "Java", 0, 0, 0, 0, 0, -16, 0, -1, -6, -23
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\common\Result.java", "Java", 0, 0, 0, 0, 0, -24, 0, 0, -5, -29
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\common\constant\CommonConstant.java", "Java", 0, 0, 0, 0, 0, -20, 0, -45, -17, -82
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\common\domain\Dtree.java", "Java", 0, 0, 0, 0, 0, -13, 0, -19, -10, -42
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\common\domain\FileBo.java", "Java", 0, 0, 0, 0, 0, -62, 0, -67, -25, -154
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\common\domain\Result.java", "Java", 0, 0, 0, 0, 0, -33, 0, -6, -12, -51
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\common\dto\file\FileQueryRequest.java", "Java", 0, 0, 0, 0, 0, -10, 0, 0, -1, -11
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\common\dto\file\FileResponseDTO.java", "Java", 0, 0, 0, 0, 0, -16, 0, -1, -2, -19
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\common\dto\file\UpdateFileNameDTO.java", "Java", 0, 0, 0, 0, 0, -17, 0, -4, -10, -31
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\common\exception\BusinessException.java", "Java", 0, 0, 0, 0, 0, -15, 0, 0, -4, -19
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\common\exception\GlobalExceptionHandler.java", "Java", 0, 0, 0, 0, 0, -15, 0, 0, -4, -19
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\common\exception\ImportException.java", "Java", 0, 0, 0, 0, 0, -20, 0, 0, -5, -25
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\common\properties\FsServerProperties.java", "Java", 0, 0, 0, 0, 0, -43, 0, -15, -29, -87
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\common\storage\IFileStorage.java", "Java", 0, 0, 0, 0, 0, -15, 0, -40, -11, -66
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\common\storage\IFileStorageProvider.java", "Java", 0, 0, 0, 0, 0, -4, 0, -6, -2, -12
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\common\storage\IStorageFactory.java", "Java", 0, 0, 0, 0, 0, -22, 0, -12, -6, -40
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\common\storage\StorageType.java", "Java", 0, 0, 0, 0, 0, -4, 0, -21, -3, -28
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\common\storage\platform\AliyunOssStorage.java", "Java", 0, 0, 0, 0, 0, -134, 0, -15, -15, -164
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\config\FileServerProperties.java", "Java", 0, 0, 0, 0, 0, -50, 0, -4, -16, -70
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\config\SecurityConfig.java", "Java", 0, 0, 0, 0, 0, -18, 0, 0, -7, -25
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\controller\classroom\ClassController.java", "Java", 0, 0, 0, 0, 0, -139, 0, 0, -18, -157
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\controller\course\CourseController.java", "Java", 0, 0, 0, 0, 0, -74, 0, 0, -9, -83
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\controller\file\FileController.java", "Java", 0, 0, 0, 0, 0, -101, 0, -37, -17, -155
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\controller\imports\ImportController.java", "Java", 0, 0, 0, 0, 0, -57, 0, -1, -9, -67
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\controller\record\RecordController.java", "Java", 0, 0, 0, 0, 0, -201, 0, -22, -22, -245
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\controller\user\UserController.java", "Java", 0, 0, 0, 0, 0, -185, 0, -36, -15, -236
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\entity\ClassUser.java", "Java", 0, 0, 0, 0, 0, -25, 0, -6, -8, -39
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\entity\classroom\Class.java", "Java", 0, 0, 0, 0, 0, -23, 0, 0, -5, -28
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\entity\classroom\ClassUser.java", "Java", 0, 0, 0, 0, 0, -11, 0, 0, -2, -13
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\entity\course\Course.java", "Java", 0, 0, 0, 0, 0, -30, 0, 0, -9, -39
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\entity\courseclass\CourseClass.java", "Java", 0, 0, 0, 0, 0, -13, 0, -4, -6, -23
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\entity\file\ClassUser.java", "Java", 0, 0, 0, 0, 0, -25, 0, -6, -8, -39
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\entity\file\CourseClass.java", "Java", 0, 0, 0, 0, 0, -13, 0, -4, -6, -23
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\entity\file\FileInfo.java", "Java", 0, 0, 0, 0, 0, -42, 0, -7, -8, -57
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\entity\file\FileType.java", "Java", 0, 0, 0, 0, 0, -18, 0, -6, -4, -28
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\entity\imports\ImportRecord.java", "Java", 0, 0, 0, 0, 0, -37, 0, 0, -11, -48
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\entity\imports\ImportRequest.java", "Java", 0, 0, 0, 0, 0, -12, 0, 0, -2, -14
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\entity\record\PracticeRecord.java", "Java", 0, 0, 0, 0, 0, -23, 0, -1, -1, -25
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\entity\record\QuestionRecord.java", "Java", 0, 0, 0, 0, 0, -20, 0, 0, -1, -21
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\entity\record\StudyRecord.java", "Java", 0, 0, 0, 0, 0, -20, 0, -1, -2, -23
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\entity\user\User.java", "Java", 0, 0, 0, 0, 0, -46, 0, 0, -10, -56
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\entity\user\UserUpdate.java", "Java", 0, 0, 0, 0, 0, -14, 0, -2, -4, -20
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\exception\BusinessException.java", "Java", 0, 0, 0, 0, 0, -33, 0, -4, -9, -46
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\exception\IException.java", "Java", 0, 0, 0, 0, 0, -22, 0, -6, -9, -37
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\exception\ParameterException.java", "Java", 0, 0, 0, 0, 0, -31, 0, -6, -9, -46
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\exception\StorageConfigException.java", "Java", 0, 0, 0, 0, 0, -12, 0, -6, -6, -24
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\mapper\classroom\ClassMapper.java", "Java", 0, 0, 0, 0, 0, -22, 0, 0, -5, -27
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\mapper\classroom\ClassUserMapper.java", "Java", 0, 0, 0, 0, 0, -17, 0, 0, -5, -22
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\mapper\course\CourseMapper.java", "Java", 0, 0, 0, 0, 0, -13, 0, 0, -3, -16
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\mapper\file\FileMapper.java", "Java", 0, 0, 0, 0, 0, -45, 0, -31, -24, -100
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\mapper\imports\ImportRecordMapper.java", "Java", 0, 0, 0, 0, 0, -11, 0, 0, -3, -14
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\mapper\record\PracticeRecordMapper.java", "Java", 0, 0, 0, 0, 0, -222, 0, 0, -12, -234
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\mapper\record\StudyRecordMapper.java", "Java", 0, 0, 0, 0, 0, -43, 0, 0, -5, -48
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\mapper\user\UserMapper.java", "Java", 0, 0, 0, 0, 0, -34, 0, 0, -7, -41
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\service\classroom\ClassService.java", "Java", 0, 0, 0, 0, 0, -21, 0, -28, -15, -64
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\service\classroom\impl\ClassServiceImpl.java", "Java", 0, 0, 0, 0, 0, -243, 0, -15, -39, -297
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\service\course\CourseService.java", "Java", 0, 0, 0, 0, 0, -10, 0, -5, -6, -21
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\service\course\impl\CourseServiceImpl.java", "Java", 0, 0, 0, 0, 0, -83, 0, -10, -20, -113
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\service\file\FileDownloadService.java", "Java", 0, 0, 0, 0, 0, -5, 0, -3, -3, -11
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\service\file\FilePreviewService.java", "Java", 0, 0, 0, 0, 0, -5, 0, 0, -3, -8
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\service\file\FileQueryService.java", "Java", 0, 0, 0, 0, 0, -16, 0, -9, -9, -34
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\service\file\FileUpload.java", "Java", 0, 0, 0, 0, 0, -10, 0, -3, -4, -17
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\service\file\FolderService.java", "Java", 0, 0, 0, 0, 0, -6, 0, -6, -5, -17
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\service\file\impl\FileDownloadServiceImpl.java", "Java", 0, 0, 0, 0, 0, -61, 0, -7, -12, -80
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\service\file\impl\FilePreviewServiceImpl.java", "Java", 0, 0, 0, 0, 0, -38, 0, -2, -7, -47
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\service\file\impl\FileQueryServiceImpl.java", "Java", 0, 0, 0, 0, 0, -92, 0, -5, -15, -112
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\service\file\impl\FileUploadImpl.java", "Java", 0, 0, 0, 0, 0, -200, 0, -27, -31, -258
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\service\file\impl\FolderServiceImpl.java", "Java", 0, 0, 0, 0, 0, -49, 0, -5, -6, -60
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\service\imports\ImportService.java", "Java", 0, 0, 0, 0, 0, -9, 0, -3, -4, -16
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\service\imports\impl\ImportServiceImpl.java", "Java", 0, 0, 0, 0, 0, -109, 0, -4, -20, -133
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\service\record\RecordService.java", "Java", 0, 0, 0, 0, 0, -16, 0, 0, -1, -17
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\service\record\impl\RecordServiceImpl.java", "Java", 0, 0, 0, 0, 0, -299, 0, -31, -41, -371
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\service\user\UserService.java", "Java", 0, 0, 0, 0, 0, -8, 0, 0, -6, -14
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\service\user\impl\UserServiceImpl.java", "Java", 0, 0, 0, 0, 0, -33, 0, -1, -3, -37
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\utils\Result.java", "Java", 0, 0, 0, 0, 0, -37, 0, 0, -9, -46
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\utils\file\FileUtil.java", "Java", 0, 0, 0, 0, 0, -149, 0, -32, -19, -200
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\utils\file\RequestHolder.java", "Java", 0, 0, 0, 0, 0, -33, 0, -16, -10, -59
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\java\org\example\edusoft\utils\file\ResponseUtil.java", "Java", 0, 0, 0, 0, 0, -20, 0, -13, -5, -38
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\resources\file\import_guide.md", "Markdown", 0, 0, 0, 0, 0, 0, -99, 0, -20, -119
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\resources\file\文件资源管理接口说明.md", "Markdown", 0, 0, 0, 0, 0, 0, -208, 0, -46, -254
"d:\桌面\大二下\软工\classmanager\EduSoft\src\main\resources\mapper\FileMapper.xml", "XML", 0, -188, 0, 0, 0, 0, 0, -20, -27, -235
"d:\桌面\大二下\软工\classmanager\EduSoft\src\test\java\org\example\edusoft\EduSoftApplicationTests.java", "Java", 0, 0, 0, 0, 0, -9, 0, 0, -5, -14
"Total", "-", 405, -187, 2725, 195, 70, -3746, -307, -528, -304, -1677